,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
79143,1.6,station wagon,1999,manual,75,astra,150000,gasoline,opel,0,49377,30.0,1001
38484,,small car,2015,manual,136,cooper,20000,gasoline,mini,0,14482,960.0,14368
51133,1.6,coupé,1996,manual,110,3er,150000,gasoline,bmw,0,13599,60.0,1319
73373,,limousine,00,manual,163,e_klasse,150000,gasoline,mercedes_benz,0,45968,,4823
23542,3.0,station wagon,2005,auto,224,a6,150000,diesel,audi,0,85609,400.0,6370
49025,,limousine,1997,manual,90,,150000,,ford,,45886,100.0,955
83747,,station wagon,01,manual,0,astra,150000,gasoline,opel,,75175,,1820
85675,,small car,1994,manual,54,polo,150000,gasoline,volkswagen,0,93098,70.0,900
53355,,station wagon,2000,manual,90,focus,150000,diesel,ford,0,66646,90.0,909
81208,,convertible,1997,manual,150,3er,150000,gasoline,bmw,0,48231,130.0,2730
64992,,convertible,2004,manual,95,ka,90000,gasoline,ford,1,36275,270.0,1638
51891,,station wagon,2011,auto,245,5er,80000,diesel,bmw,0,52134,1240.0,22659
85651,,limousine,2000,auto,105,3er,125000,gasoline,bmw,0,96049,250.0,2547
24465,2.5,bus,2008,auto,145,andere,150000,diesel,renault,0,45327,250.0,5369
1943,,station wagon,2005,manual,116,1er,125000,gasoline,bmw,0,88633,470.0,6825
75939,1.8,,16,manual,116,focus,150000,diesel,ford,0,66740,,2093
63141,,limousine,2008,manual,107,leon,150000,diesel,seat,0,19288,320.0,4550
19811,2.0,,2016,manual,140,passat,60000,,volkswagen,0,32423,,15879
14684,1.9,bus,2001,manual,63,doblo,150000,diesel,fiat,0,80933,60.0,1273
80448,,small car,2007,manual,120,cooper,125000,gasoline,mini,0,57074,430.0,6260
41837,1.8,station wagon,1997,manual,125,a4,150000,gasoline,audi,,59387,60.0,909
64378,2.7,coupé,2009,auto,190,a5,150000,diesel,audi,0,73733,890.0,13640
83091,1.2,small car,2000,manual,58,twingo,125000,gasoline,renault,0,86633,60.0,864
64325,2.0,station wagon,2013,manual,150,octavia,50000,diesel,skoda,0,85049,1180.0,22750
71468,,limousine,2011,manual,105,a3,150000,diesel,audi,0,93349,850.0,11739
72980,1.9,station wagon,1997,manual,110,passat,150000,diesel,volkswagen,0,33100,60.0,1001
8424,,limousine,2005,manual,150,1er,150000,gasoline,bmw,0,23552,350.0,5915
44496,,bus,2003,manual,85,sharan,150000,diesel,volkswagen,0,23611,290.0,3458
66077,,limousine,96,manual,102,3er,150000,gasoline,bmw,0,68542,,2093
32066,1.6,limousine,2009,manual,101,focus,125000,gasoline,ford,0,15370,340.0,5141
2443,,station wagon,98,manual,0,,150000,gasoline,volkswagen,1,58762,,709
76515,,,2016,manual,78,transporter,150000,diesel,volkswagen,0,83530,,2502
66345,,station wagon,2002,,0,mondeo,150000,gasoline,ford,,30455,,455
77912,,limousine,1999,manual,101,golf,150000,gasoline,volkswagen,0,34125,190.0,1683
54556,2.8,,2007,manual,177,wrangler,150000,diesel,jeep,,29574,800.0,11739
39730,2.2,convertible,2001,manual,147,astra,150000,gasoline,opel,0,52531,160.0,2275
95608,,small car,1998,manual,75,polo,100000,gasoline,volkswagen,0,85625,50.0,1365
31752,,station wagon,2000,manual,200,v70,150000,gasoline,volvo,,81479,210.0,3321
50529,,station wagon,2007,manual,109,focus,150000,,ford,,59229,230.0,2821
82053,2.0,station wagon,2005,manual,140,a3,150000,diesel,audi,0,33615,300.0,5077
27596,,station wagon,2000,manual,150,a4,150000,gasoline,audi,,93128,230.0,3003
14885,,small car,2004,manual,109,2_reihe,125000,gasoline,peugeot,1,97070,180.0,1992
70788,1.2,small car,2000,manual,58,clio,125000,gasoline,renault,1,65451,70.0,637
32551,,small car,00,manual,54,corsa,150000,gasoline,opel,1,71706,,855
86799,,bus,2007,manual,131,transit,150000,diesel,ford,0,29342,280.0,4459
21220,1.9,limousine,2001,auto,101,golf,150000,diesel,volkswagen,1,41748,100.0,591
24678,1.9,limousine,2005,manual,105,a3,90000,diesel,audi,0,28790,310.0,5023
65389,1.0,small car,2004,manual,0,lupo,150000,gasoline,volkswagen,0,61169,80.0,1364
24009,,limousine,2009,auto,156,c_klasse,80000,gasoline,mercedes_benz,0,12279,930.0,16380
8212,,limousine,1990,manual,69,golf,150000,gasoline,volkswagen,0,72108,70.0,910
83790,,limousine,2008,manual,143,1er,150000,gasoline,bmw,0,95326,620.0,9373
80921,3.0,limousine,2009,auto,239,q7,90000,diesel,audi,0,49186,1260.0,29939
56548,2.0,limousine,10,,160,insignia,125000,diesel,opel,0,38114,,5005
31500,2.0,limousine,2004,manual,0,a3,150000,diesel,audi,0,14057,290.0,5005
91707,1.5,,2016,manual,0,clio,150000,diesel,renault,,45327,,2366
44278,2.2,station wagon,2003,manual,155,signum,150000,gasoline,opel,1,53119,100.0,1092
77752,,small car,2002,manual,58,clio,150000,gasoline,renault,0,44145,60.0,1365
29136,1.9,limousine,2002,manual,150,golf,150000,diesel,volkswagen,0,64293,250.0,2912
60404,,limousine,2007,manual,163,3er,100000,diesel,bmw,0,85598,350.0,9737
17609,1.0,small car,1997,manual,50,polo,150000,gasoline,volkswagen,0,42699,90.0,773
47309,,,2016,manual,60,polo,150000,gasoline,volkswagen,0,93333,30.0,1437
3980,,,2016,manual,75,,150000,,volkswagen,,63477,,455
489,1.2,small car,2010,manual,75,clio,70000,gasoline,renault,0,59457,410.0,5732
23879,2.0,bus,2007,manual,140,s_max,150000,diesel,ford,0,21244,290.0,6142
59002,,limousine,1995,auto,113,lancer,60000,gasoline,mitsubishi,0,38268,180.0,1638
7466,,station wagon,2006,manual,163,3er,150000,diesel,bmw,0,83098,290.0,4914
60784,1.6,,2016,auto,0,meriva,150000,gasoline,opel,,13055,,3357
13984,,small car,2003,manual,60,punto,150000,gasoline,fiat,0,24837,90.0,773
90480,,limousine,12,manual,116,1er,70000,diesel,bmw,0,74538,,13559
64506,,,2016,manual,180,a5,80000,,audi,0,60488,,15925
12609,,small car,2010,manual,101,corsa,60000,gasoline,opel,0,92536,430.0,6142
91749,1.4,small car,05,manual,75,polo,150000,gasoline,volkswagen,0,70734,,3821
61524,2.0,station wagon,2007,auto,170,a3,150000,diesel,audi,0,80798,590.0,8645
64584,1.6,small car,2004,manual,101,focus,150000,gasoline,ford,0,66557,200.0,1911
2867,,station wagon,1999,manual,75,golf,150000,gasoline,volkswagen,0,24148,30.0,1501
11829,2.0,bus,2011,manual,170,sharan,125000,diesel,volkswagen,0,55469,1880.0,17108
60140,,station wagon,2003,auto,150,e_klasse,150000,diesel,mercedes_benz,0,23795,330.0,4549
73633,,limousine,2005,auto,306,e_klasse,150000,gasoline,mercedes_benz,0,29227,450.0,7280
75415,,limousine,08,manual,163,3er,150000,diesel,bmw,0,69123,,7735
36292,1.2,small car,2003,manual,75,corsa,150000,gasoline,opel,0,65474,190.0,2002
96788,,station wagon,2013,auto,158,c_klasse,40000,gasoline,mercedes_benz,0,53913,950.0,20010
74580,1.9,station wagon,1999,auto,180,,150000,,audi,1,31061,310.0,2548
78709,,,2016,manual,143,ceed,150000,,kia,,63688,,4004
53689,,station wagon,2009,manual,143,a4,150000,diesel,audi,0,7552,830.0,12002
29557,,limousine,2001,auto,143,e_klasse,150000,,mercedes_benz,0,21107,250.0,3230
50663,,,2009,manual,152,freelander,125000,diesel,land_rover,0,52152,1100.0,12285
38967,,bus,1982,manual,69,transporter,20000,gasoline,volkswagen,0,36093,200.0,1810
12695,,small car,1998,auto,75,polo,125000,gasoline,volkswagen,0,54290,50.0,1046
90578,1.4,convertible,2005,manual,90,tigra,150000,gasoline,opel,0,61203,100.0,2274
98341,,station wagon,2008,manual,170,passat,150000,diesel,volkswagen,0,78462,170.0,6369
23003,,small car,2005,manual,65,picanto,150000,gasoline,kia,1,14467,140.0,1092
80529,,,2000,,0,,150000,,mercedes_benz,,65549,140.0,3094
76360,,limousine,1994,manual,102,3er,150000,gasoline,bmw,0,50827,60.0,546
29375,,limousine,94,manual,116,3er,150000,gasoline,bmw,,3130,,455
38931,,convertible,2003,auto,218,clk,150000,gasoline,mercedes_benz,0,96450,790.0,8099
56197,1.6,small car,2013,manual,90,polo,60000,diesel,volkswagen,,63773,510.0,9782
4540,,,2016,auto,136,andere,150000,gasoline,suzuki,0,39576,,2275
40861,2.7,station wagon,2006,manual,239,a4,150000,diesel,audi,0,68723,610.0,9605
48614,2.2,bus,2008,manual,136,corolla,125000,diesel,toyota,0,29358,450.0,7270
23733,,small car,2001,manual,101,a3,150000,diesel,audi,0,56564,180.0,2411
87677,,limousine,1995,manual,100,a4,150000,gasoline,audi,1,17348,150.0,591
34932,1.6,station wagon,2012,manual,105,octavia,70000,diesel,skoda,0,93358,540.0,11193
17600,1.6,station wagon,2010,manual,105,a3,150000,diesel,audi,0,66636,630.0,8372
15795,1.9,bus,09,auto,105,touran,150000,diesel,volkswagen,0,33332,,6142
67283,2.0,station wagon,2001,manual,145,mondeo,150000,liquefied petroleum gas,ford,0,46149,100.0,1082
12825,2.2,limousine,2003,auto,125,vectra,150000,diesel,opel,0,26180,220.0,2093
58401,3.0,station wagon,2008,auto,232,a6,150000,diesel,audi,0,30982,430.0,7234
74776,1.4,small car,2009,manual,80,golf,60000,gasoline,volkswagen,0,24976,390.0,7051
74380,2.0,limousine,2006,auto,200,golf,125000,gasoline,volkswagen,0,21357,770.0,9054
80106,,small car,1999,manual,75,golf,150000,gasoline,volkswagen,0,23879,100.0,1365
84295,,station wagon,2002,manual,109,berlingo,150000,gasoline,citroen,,64289,40.0,900
28716,,,04,auto,340,cayenne,150000,liquefied petroleum gas,porsche,,22419,,7280
72244,1.8,,2016,manual,75,,150000,gasoline,volkswagen,,31582,10.0,728
54670,,small car,2000,manual,75,fabia,150000,gasoline,skoda,,42349,70.0,1364
63100,0.0,small car,2000,manual,60,ypsilon,80000,gasoline,lancia,0,10707,80.0,818
56910,,limousine,1998,manual,75,golf,150000,,volkswagen,0,18273,90.0,1365
48126,1.6,limousine,2002,manual,102,a4,150000,liquefied petroleum gas,audi,0,30165,80.0,2457
74365,,bus,2003,manual,136,andere,150000,gasoline,fiat,0,79227,130.0,2912
29966,1.2,small car,2007,manual,54,polo,125000,gasoline,volkswagen,0,22147,310.0,3457
92428,1.2,small car,2010,manual,86,fabia,50000,gasoline,skoda,0,45276,490.0,7116
13646,,station wagon,2004,manual,155,vectra,150000,gasoline,opel,1,39130,220.0,2093
20451,3.2,,2010,auto,200,pajero,150000,diesel,mitsubishi,0,70794,1210.0,18154
14317,3.0,station wagon,2006,auto,286,a6,150000,diesel,audi,0,37199,1280.0,15197
28768,,station wagon,2003,manual,72,3_reihe,125000,gasoline,mazda,0,21502,50.0,1182
4910,1.8,,2016,manual,0,astra,150000,gasoline,opel,0,21706,,1092
29159,,station wagon,2004,manual,0,passat,150000,diesel,volkswagen,0,18439,300.0,4095
72640,1.4,small car,1998,auto,60,polo,125000,gasoline,volkswagen,0,10827,40.0,1228
97749,,,1995,manual,116,astra,5000,,opel,,91785,50.0,627
50268,,limousine,2001,manual,116,3er,150000,gasoline,bmw,0,82140,110.0,2275
24145,,coupé,2009,auto,231,e_klasse,150000,diesel,mercedes_benz,0,29664,650.0,15015
29378,,station wagon,2000,auto,131,passat,150000,diesel,volkswagen,1,18528,80.0,1456
85929,1.2,small car,2012,manual,75,clio,10000,gasoline,renault,0,57586,400.0,7462
49340,,limousine,1990,auto,0,e_klasse,150000,gasoline,mercedes_benz,0,9120,160.0,3185
16385,,station wagon,2009,auto,156,c_klasse,100000,gasoline,mercedes_benz,0,68799,1570.0,14459
91229,2.0,coupé,09,auto,170,passat,150000,diesel,volkswagen,0,33699,,14742
49822,1.1,small car,2000,manual,54,seicento,150000,gasoline,fiat,0,77963,90.0,908
17948,,small car,98,manual,101,golf,150000,gasoline,volkswagen,0,29410,,1001
42840,,bus,2004,manual,0,touran,150000,gasoline,volkswagen,,59269,330.0,5278
39828,,station wagon,2007,manual,129,3er,150000,gasoline,bmw,0,99706,310.0,5005
11785,1.6,station wagon,2010,manual,105,passat,150000,diesel,volkswagen,0,67059,880.0,7280
63407,,limousine,2010,manual,95,2_reihe,125000,gasoline,peugeot,0,82327,450.0,6370
54315,,convertible,2010,manual,143,1er,70000,gasoline,bmw,0,58332,510.0,14833
20785,,convertible,1996,manual,116,3er,150000,gasoline,bmw,0,89176,50.0,1455
20463,1.8,convertible,2007,manual,125,tigra,40000,gasoline,opel,0,37627,290.0,5005
51166,1.4,,2016,manual,75,golf,150000,gasoline,volkswagen,,99334,,1274
55650,,,2005,auto,450,cayenne,90000,gasoline,porsche,0,90455,960.0,18190
91128,,coupé,15,auto,0,vectra,5000,,opel,1,12051,,819
50435,,station wagon,10,manual,204,3er,125000,diesel,bmw,0,92334,,18200
31459,1.8,limousine,2006,manual,116,focus,150000,diesel,ford,0,48268,210.0,3266
37802,,coupé,2000,auto,41,fortwo,150000,,smart,,33428,70.0,546
4073,2.0,bus,1999,manual,140,andere,150000,gasoline,renault,0,75365,60.0,1274
16708,,coupé,2000,auto,193,clk,150000,gasoline,mercedes_benz,0,60599,300.0,2912
78759,1.4,limousine,2014,manual,122,a3,50000,gasoline,audi,0,45478,1420.0,19838
27819,1.4,limousine,2009,manual,80,golf,40000,gasoline,volkswagen,0,61350,250.0,6961
82568,1.4,limousine,2009,manual,80,golf,90000,gasoline,volkswagen,0,79588,420.0,7270
35756,,small car,1998,manual,75,golf,150000,gasoline,volkswagen,,79692,90.0,1274
2883,,small car,2005,manual,88,1_reihe,90000,gasoline,peugeot,0,85617,200.0,2593
86736,,bus,2000,manual,100,andere,100000,gasoline,mazda,1,38640,250.0,1820
85354,,station wagon,2001,auto,0,c_klasse,150000,diesel,mercedes_benz,0,48499,260.0,3185
93689,3.0,,2006,auto,224,touareg,150000,diesel,volkswagen,0,39576,750.0,9555
99290,1.9,bus,2002,manual,116,,150000,diesel,volkswagen,0,81369,190.0,3094
50394,,coupé,2010,manual,88,c4,100000,gasoline,citroen,1,74613,150.0,3457
20107,2.0,convertible,1999,manual,155,spider,90000,gasoline,alfa_romeo,0,57413,80.0,4459
63597,1.6,station wagon,2004,manual,103,astra,150000,gasoline,opel,0,74343,140.0,1819
22913,,bus,2008,manual,174,transporter,100000,diesel,volkswagen,0,33142,1130.0,22659
38315,,coupé,1996,manual,0,,150000,gasoline,bmw,0,74746,70.0,1820
64231,,convertible,2005,manual,272,slk,150000,gasoline,mercedes_benz,0,44799,360.0,7189
91202,,station wagon,2002,manual,163,v70,150000,diesel,volvo,0,26127,50.0,2912
73423,1.7,bus,2004,manual,109,andere,150000,diesel,mercedes_benz,0,86674,240.0,3094
96940,2.2,limousine,2003,manual,144,omega,150000,gasoline,opel,0,23569,90.0,1365
37366,,convertible,2007,manual,120,2_reihe,125000,gasoline,peugeot,0,27578,350.0,4550
97259,,limousine,2004,manual,143,3er,150000,gasoline,bmw,0,55232,500.0,5551
86155,3.0,limousine,2013,auto,245,q5,70000,diesel,audi,0,35638,2080.0,34377
52432,,station wagon,2003,manual,143,3er,150000,gasoline,bmw,0,72827,160.0,3002
49909,,station wagon,1999,manual,0,andere,90000,gasoline,fiat,0,59590,80.0,1228
73474,,small car,99,manual,60,ka,150000,gasoline,ford,0,63739,,773
15949,,coupé,2001,manual,147,astra,150000,gasoline,opel,0,32049,190.0,1819
38249,1.2,small car,2001,manual,75,corsa,40000,gasoline,opel,0,74072,220.0,3594
99776,1.3,small car,1998,manual,75,fiesta,100000,,ford,,53840,80.0,637
70577,,,2007,,102,golf,70000,gasoline,volkswagen,,46282,340.0,6370
71295,,,07,manual,260,3_reihe,100000,,mazda,0,6406,,7735
36090,,bus,2002,auto,155,andere,150000,gasoline,ford,1,85716,,455
28161,,limousine,1993,manual,90,golf,150000,gasoline,volkswagen,,89073,130.0,2639
57975,,small car,2003,manual,64,polo,150000,gasoline,volkswagen,,57290,130.0,2730
37936,,convertible,2010,manual,143,3er,70000,gasoline,bmw,0,97294,1250.0,16289
24701,,bus,2003,manual,82,andere,150000,gasoline,mitsubishi,0,38820,110.0,1810
69983,,convertible,2001,manual,109,2_reihe,150000,gasoline,peugeot,0,42651,130.0,2275
46071,1.4,small car,2009,manual,69,polo,100000,diesel,volkswagen,0,53721,380.0,6097
35939,,limousine,2001,manual,95,mondeo,150000,gasoline,ford,0,48268,,455
82017,1.0,small car,2005,manual,60,corsa,125000,gasoline,opel,0,48163,150.0,2001
14145,1.6,station wagon,1997,manual,101,passat,150000,gasoline,volkswagen,0,75038,50.0,864
87524,,station wagon,1997,manual,60,cordoba,150000,gasoline,seat,0,33161,80.0,1092
97201,,limousine,1994,manual,60,astra,150000,gasoline,opel,,9599,100.0,728
24954,,small car,2015,manual,69,aygo,50000,gasoline,toyota,1,66117,450.0,5723
33633,1.6,station wagon,2003,manual,102,octavia,150000,gasoline,skoda,0,19246,150.0,1911
96069,,small car,1998,manual,54,corsa,150000,gasoline,opel,0,99734,70.0,727
22603,,limousine,2007,auto,177,1er,40000,diesel,bmw,0,90768,670.0,12649
63770,2.1,bus,1999,manual,79,sprinter,150000,diesel,mercedes_benz,0,58455,110.0,2174
33235,,station wagon,2000,manual,0,mondeo,150000,gasoline,ford,0,31535,60.0,1274
18791,2.0,,2009,auto,150,cr_reihe,80000,gasoline,honda,0,30982,590.0,12376
14926,1.6,limousine,1995,manual,90,primera,150000,gasoline,nissan,0,8491,70.0,546
34757,,limousine,2010,auto,204,5er,150000,diesel,bmw,,50767,640.0,13468
27919,,coupé,1987,manual,90,80,80000,gasoline,audi,,94152,1040.0,10920
74193,2.0,bus,2007,manual,140,sharan,150000,diesel,volkswagen,0,64331,270.0,3822
26916,,limousine,06,auto,170,golf,150000,diesel,volkswagen,0,44625,,6824
23702,,limousine,2000,manual,0,,150000,gasoline,rover,0,10553,60.0,1273
99563,,small car,1999,manual,100,yaris,125000,gasoline,toyota,0,10367,50.0,1319
99413,,station wagon,2011,auto,170,passat,90000,diesel,volkswagen,0,58515,1260.0,17608
43111,,,2000,manual,0,,150000,,mercedes_benz,,96120,80.0,546
60180,,bus,2004,manual,113,scenic,150000,gasoline,renault,0,27616,250.0,3913
95147,,convertible,2012,manual,163,3_reihe,70000,diesel,peugeot,0,23843,780.0,15652
58585,,convertible,99,auto,306,sl,100000,gasoline,mercedes_benz,0,58513,,16279
26829,,convertible,2004,manual,170,cooper,150000,gasoline,mini,0,45886,560.0,7280
41733,,bus,2005,manual,193,b_klasse,100000,gasoline,mercedes_benz,0,94244,380.0,6916
64203,1.9,limousine,2005,manual,105,golf,150000,diesel,volkswagen,0,35719,230.0,3276
56858,,small car,1997,manual,125,a3,150000,gasoline,audi,,82383,100.0,723
77005,,limousine,2004,auto,219,5er,150000,diesel,bmw,,60314,170.0,6269
62680,1.2,small car,01,manual,75,corsa,150000,gasoline,opel,0,72574,,1592
9797,,station wagon,1996,manual,102,transporter,150000,diesel,volkswagen,0,29525,180.0,2456
82143,2.0,station wagon,2011,auto,170,passat,150000,diesel,volkswagen,0,45889,480.0,6279
40136,,station wagon,1998,manual,64,andere,150000,diesel,skoda,0,38820,100.0,1001
94859,1.9,bus,2001,manual,116,sharan,150000,diesel,volkswagen,0,40549,280.0,3321
86268,1.8,convertible,1999,manual,118,z_reihe,150000,gasoline,bmw,0,70794,320.0,5687
43352,,small car,2003,manual,47,polo,125000,liquefied petroleum gas,volkswagen,0,66424,120.0,2275
14079,2.2,bus,11,manual,200,s_max,150000,diesel,ford,0,76437,,14741
146,,limousine,1999,manual,100,toledo,150000,gasoline,seat,,31135,140.0,1820
69930,,small car,1991,auto,75,kadett,125000,gasoline,opel,0,21255,30.0,682
64204,2.5,bus,1998,manual,102,transporter,150000,diesel,volkswagen,0,12049,130.0,2912
70209,1.9,station wagon,2001,manual,110,octavia,150000,diesel,skoda,0,99947,210.0,2866
42772,,station wagon,2011,manual,143,3er,125000,diesel,bmw,0,86551,970.0,13650
52264,2.0,limousine,2005,,0,a6,150000,diesel,audi,0,12529,340.0,3185
24708,,station wagon,1990,manual,220,andere,150000,liquefied petroleum gas,mercedes_benz,0,52080,160.0,3184
24222,,,2005,manual,0,andere,150000,gasoline,daihatsu,0,12059,30.0,546
82523,1.4,small car,2012,auto,179,polo,90000,gasoline,volkswagen,0,98646,800.0,11829
77108,1.7,,2007,manual,82,niva,70000,gasoline,lada,0,54673,80.0,2138
69481,,bus,2010,auto,163,vito,125000,diesel,mercedes_benz,0,91224,750.0,18109
58969,,convertible,1991,manual,112,3er,150000,gasoline,bmw,0,12247,230.0,5368
47969,,convertible,2012,manual,98,one,40000,gasoline,mini,0,61462,1040.0,15470
43266,2.2,,2005,manual,140,cr_reihe,80000,diesel,honda,0,63486,450.0,8190
74123,,station wagon,2001,manual,125,mondeo,150000,gasoline,ford,1,55578,100.0,1046
20269,2.0,limousine,12,manual,177,a4,150000,diesel,audi,0,10115,,9100
14381,,bus,1994,manual,110,transporter,150000,gasoline,volkswagen,0,67292,300.0,6279
47694,2.8,limousine,1995,manual,174,golf,150000,gasoline,volkswagen,0,21493,120.0,2001
1284,,limousine,2007,manual,250,golf,100000,gasoline,volkswagen,0,82386,1790.0,25480
76280,,limousine,02,manual,170,,150000,,bmw,0,74906,,3003
66138,,limousine,2005,manual,163,1er,150000,diesel,bmw,0,64560,440.0,4731
1813,,convertible,09,manual,120,cooper,90000,gasoline,mini,0,57072,,12649
91195,,limousine,1996,,75,astra,150000,gasoline,opel,0,45770,90.0,707
74842,,station wagon,83,,0,passat,150000,,volkswagen,0,1159,,1410
11288,,limousine,2001,manual,75,golf,150000,,volkswagen,0,6712,50.0,909
37552,1.2,small car,2000,manual,53,twingo,150000,,renault,0,70794,,455
32903,3.5,bus,2008,auto,241,espace,150000,gasoline,renault,0,77731,210.0,4823
97371,1.6,small car,2012,manual,95,fiesta,50000,diesel,ford,0,99759,490.0,8645
67235,,limousine,2000,auto,0,3er,150000,gasoline,bmw,,63920,340.0,3003
44285,,small car,1999,manual,65,corsa,150000,gasoline,opel,0,90537,100.0,964
